URL,Version,Status,OIDs,Name,Title,Description,Used
https://terminologia.saude.gov.br/fhir/CodeSystem/BRMedDRA,1.1.0,active,,BRMedDRA,BRMedDRA,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRMedicamento,1.1.0,active,,BRMedicamento,BRMedicamento,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRModalidadeAssistencial,1.1.0,active,,BRModalidadeAssistencial,BRModalidadeAssistencial,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRModalidadeFinanceira,1.1.0,active,,BRModalidadeFinanceira,BRModalidadeFinanceira,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRMotivoDesfecho,1.1.0,active,,BRMotivoDesfecho,BRMotivoDesfecho,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRMotivoProcedimentoNaoRealizado,1.1.0,active,,BRMotivoProcedimentoNaoRealizado,BRMotivoProcedimentoNaoRealizado,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRMotivoRealizacaoExame,1.1.0,active,,BRMotivoRealizacaoExame,BRMotivoRealizacaoExame,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRNacionalidade,1.1.0,active,,BRNacionalidade,BRNacionalidade,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRNomeExameGAL,1.1.0,active,,BRNomeExameGAL,BRNomeExameGAL,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRNomeExameLOINC,1.1.0,active,,BRNomeExameLOINC,BRNomeExameLOINC,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRObmAMPP,1.1.0,active,,BRObmAMPP,BRObmAMPP,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRObmANVISA,1.1.0,active,,BRObmANVISA,BRObmANVISA,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRObmCATMAT,1.1.0,active,,BRObmCATMAT,BRObmCATMAT,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRObmEAN,1.1.0,active,,BRObmEAN,BRObmEAN,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRObmVMP,1.1.0,active,,BRObmVMP,BRObmVMP,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRObmVTM,1.1.0,active,,BRObmVTM,BRObmVTM,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BROrgaoExpedidor,1.1.0,active,,BROrgaoExpedidor,BROrgaoExpedidor,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BROrtesesProtesesImplantaveis,1.1.0,active,,BROrtesesProtesesImplantaveis,BROrtesesProtesesImplantaveis,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRPais,1.1.0,active,,BRPais,BRPais,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRPapelProblemaDiagnostico,1.1.0,active,,BRPapelProblemaDiagnostico,BRPapelProblemaDiagnostico,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRParentesco,1.1.0,active,,BRParentesco,BRParentesco,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRPopulacaoTradicional,1.1.0,active,,BRPopulacaoTradicional,BRPopulacaoTradicional,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRPosicaoIndividuo,1.1.0,active,,BRPosicaoIndividuo,BRPosicaoIndividuo,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRPovoItinerante,1.1.0,active,,BRPovoItinerante,BRPovoItinerante,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRPresenteAusente,1.1.0,active,,BRPresenteAusente,BRPresenteAusente,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRProcedencia,1.1.0,active,,BRProcedencia,BRProcedencia,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRProgramaSaude,1.1.0,active,,BRProgramaSaude,BRProgramaSaude,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRRacaCor,1.1.0,active,,BRRacaCor,BRRacaCor,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRRegistroOrigem,1.1.0,active,,BRRegistroOrigem,BRRegistroOrigem,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRResponsabilidadeParticipante,1.1.0,active,,BRResponsabilidadeParticipante,BRResponsabilidadeParticipante,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRResultadoQualitativoExame,1.1.0,active,,BRResultadoQualitativoExame,BRResultadoQualitativoExame,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRServicoEspecializado,1.1.0,active,,BRServicoEspecializado,BRServicoEspecializado,"",
